epoch	loss	acc	val_loss	val_acc
0	3.6072121461232505	0.16666666666666666	1.9271786212921143	0.4285714328289032
1	1.6347928312089708	0.3888888888888889	1.2584255933761597	0.4285714328289032
2	1.2880514992607965	0.4166666666666667	1.3708959817886353	0.4285714328289032
3	0.9956214096811082	0.3611111111111111	1.336258053779602	0.4285714328289032
4	1.213562826315562	0.4166666666666667	1.3186959028244019	0.4285714328289032
5	1.3164668877919514	0.2777777777777778	1.2802870273590088	0.4285714328289032
6	1.13003491030799	0.4166666666666667	1.2153209447860718	0.4285714328289032
7	1.0147815148035686	0.5277777777777778	1.1544584035873413	0.4285714328289032
8	0.8167263600561354	0.5833333333333334	1.4212048053741455	0.5714285969734192
9	1.062831785943773	0.4444444444444444	1.1862428188323975	0.4285714328289032
10	0.8608548243840536	0.5277777777777778	1.346581220626831	0.5714285969734192
11	0.761985699335734	0.6666666666666666	1.2623679637908936	0.4285714328289032
12	0.751554634835985	0.6944444444444444	1.1967586278915405	0.4285714328289032
13	0.6538461314307319	0.7222222222222222	1.1458041667938232	0.5714285969734192
14	0.7049765321943495	0.6666666666666666	1.204594373703003	0.5714285969734192
15	0.533880717224545	0.7777777777777778	1.2533397674560547	0.5714285969734192
16	0.5501886010169983	0.7777777777777778	1.1799379587173462	0.7142857313156128
17	0.4490119152598911	0.8333333333333334	1.1221449375152588	0.5714285969734192
18	0.4999976224369473	0.8333333333333334	1.143019437789917	0.7142857313156128
19	0.46956850422753227	0.75	1.1432856321334839	0.7142857313156128
20	0.337356514400906	0.9166666666666666	1.199951171875	0.7142857313156128
21	0.3534994158479903	0.8888888888888888	1.215761423110962	0.7142857313156128
22	0.4314703212844001	0.7777777777777778	1.229347825050354	0.7142857313156128
23	0.3494008580843608	0.8333333333333334	1.407185435295105	0.7142857313156128
24	0.41170989722013474	0.75	1.124563455581665	0.7142857313156128
25	0.3932329018910726	0.8611111111111112	1.1670061349868774	0.7142857313156128
26	0.30370985137091744	0.8611111111111112	1.0523223876953125	0.5714285969734192
27	0.4530000421735976	0.7777777777777778	1.0741218328475952	0.5714285969734192
28	0.2546781616078483	0.8888888888888888	1.093132734298706	0.7142857313156128
29	0.3033943474292755	0.8888888888888888	1.0540903806686401	0.7142857313156128
