epoch	loss	acc	val_loss	val_acc
30	0.3697163727548387	0.8333333333333334	1.1248631477355957	0.7142857313156128
31	0.2713637186421288	0.9444444444444444	1.1276875734329224	0.4285714328289032
32	0.2481839723057217	0.8888888888888888	1.3837372064590454	0.7142857313156128
33	0.33972107867399853	0.8055555555555556	1.1712167263031006	0.5714285969734192
34	0.2822331306007173	0.8888888888888888	1.2660366296768188	0.5714285969734192
35	0.20819610357284546	0.9166666666666666	1.2961488962173462	0.7142857313156128
36	0.2470166865322325	0.8888888888888888	1.1739223003387451	0.7142857313156128
37	0.18598185727993646	0.9444444444444444	0.944750189781189	0.5714285969734192
38	0.30501649114820695	0.9166666666666666	1.0326849222183228	0.5714285969734192
39	0.23474642924136585	0.9166666666666666	1.0493437051773071	0.5714285969734192
40	0.22066167245308557	0.9444444444444444	0.982198178768158	0.5714285969734192
41	0.16443970302740732	0.9722222222222222	0.8675723075866699	0.7142857313156128
42	0.14673972212606007	0.9166666666666666	0.9962095022201538	0.7142857313156128
43	0.21555354446172714	0.9444444444444444	0.9842085242271423	0.7142857313156128
44	0.17935312704907524	0.9166666666666666	0.8755947947502136	0.7142857313156128
45	0.08432189871867497	1.0	0.9389697313308716	0.7142857313156128
46	0.07600745765699281	0.9444444444444444	0.9342056512832642	0.7142857313156128
47	0.09564345019559066	0.9722222222222222	0.969646155834198	0.7142857313156128
48	0.11666607856750488	0.9722222222222222	0.9038406014442444	0.7142857313156128
49	0.08465366106894281	0.9722222222222222	0.7988709807395935	0.7142857313156128
50	0.11220601780547036	0.9722222222222222	0.856112539768219	0.7142857313156128
51	0.11873821251922184	0.9444444444444444	1.1480010747909546	0.7142857313156128
52	0.19590819420086014	0.8888888888888888	0.6941065788269043	0.7142857313156128
53	0.11415624742706616	0.9444444444444444	0.7293667793273926	0.5714285969734192
54	0.09178980543381637	0.9444444444444444	0.7460144758224487	0.5714285969734192
55	0.10867179060975711	0.9722222222222222	0.7418922781944275	0.7142857313156128
56	0.09525047780738936	0.9444444444444444	0.7692654728889465	0.7142857313156128
57	0.08955660607251856	0.9722222222222222	0.7724981904029846	0.7142857313156128
58	0.06823243324955304	1.0	0.6468614935874939	0.7142857313156128
59	0.06619949949284394	0.9722222222222222	0.6112512350082397	0.7142857313156128
60	0.08136440296139982	0.9722222222222222	0.6932216882705688	0.7142857313156128
61	0.037214860734012395	0.9722222222222222	0.8584968447685242	0.7142857313156128
62	0.09733897033664915	0.9722222222222222	1.014384150505066	0.7142857313156128
63	0.036097081585062876	1.0	0.8845136761665344	0.7142857313156128
64	0.056943336294756994	0.9722222222222222	0.8237324953079224	0.7142857313156128
65	0.1423300113528967	0.9722222222222222	0.8077223896980286	0.7142857313156128
66	0.06560543096727794	0.9444444444444444	0.8820921778678894	0.7142857313156128
67	0.07640195244716273	0.9722222222222222	0.9300493597984314	0.7142857313156128
68	0.0899957302543852	0.9722222222222222	1.0853382349014282	0.7142857313156128
69	0.04867849654207627	0.9722222222222222	1.0730650424957275	0.7142857313156128
70	0.07952042162004444	0.9444444444444444	0.9894682168960571	0.7142857313156128
71	0.032113409083750516	0.9722222222222222	0.9364987015724182	0.7142857313156128
72	0.04090995858940813	1.0	0.9248749017715454	0.7142857313156128
73	0.011922172581156095	1.0	0.9457749724388123	0.7142857313156128
74	0.04126798102839126	1.0	0.8420730829238892	0.7142857313156128
75	0.09424269271807538	0.9444444444444444	0.7899613380432129	0.7142857313156128
76	0.046161862918072276	0.9722222222222222	0.7673753499984741	0.5714285969734192
77	0.023712315389679536	1.0	0.7190903425216675	0.5714285969734192
78	0.03277049333296923	1.0	0.7790846824645996	0.7142857313156128
79	0.016623144762383565	1.0	0.8869344592094421	0.7142857313156128
80	0.020102417044755485	1.0	1.0025559663772583	0.7142857313156128
81	0.009491756454937987	1.0	1.0386618375778198	0.7142857313156128
82	0.016221702215261757	1.0	1.0229512453079224	0.7142857313156128
83	0.011956012911266752	1.0	0.9615607857704163	0.7142857313156128
84	0.01783902438667913	1.0	0.796360969543457	0.7142857313156128
85	0.009782873404522737	1.0	0.6898192167282104	0.7142857313156128
86	0.018981324715746775	1.0	0.6745713353157043	0.7142857313156128
87	0.011912073707208037	1.0	0.7286659479141235	0.7142857313156128
88	0.03312783419258065	1.0	0.792149007320404	0.7142857313156128
89	0.011371699265307851	1.0	0.8223379254341125	0.7142857313156128
90	0.007565690463201867	1.0	0.8557122349739075	0.7142857313156128
91	0.017153279933457572	1.0	0.8181673884391785	0.7142857313156128
92	0.012929038144648075	1.0	0.8219782710075378	0.7142857313156128
93	0.004123909243692954	1.0	0.8190076947212219	0.7142857313156128
94	0.009033385638354553	1.0	0.8331697583198547	0.7142857313156128
95	0.008251852355897427	1.0	0.840112030506134	0.7142857313156128
96	0.007550142990011308	1.0	0.8040352463722229	0.7142857313156128
97	0.0053903658667372335	1.0	0.7835196852684021	0.7142857313156128
98	0.00814999001643931	1.0	0.8176817893981934	0.7142857313156128
99	0.004317605816241767	1.0	0.8604655861854553	0.7142857313156128
